id,provider,title,description,body,date_published,url,language
816042680110847200,gmanetwork,BSP seen to deliver back-to-back rate hikes  GMA News Online,"The Bangko Sentral ng Pilipinas (BSP) is likely to implement back-to-back policy rate hikes in a bid to ease the continuous inflationary uptrend in the country, the DBS Group Research said in its latest flash note.","BSP seen to deliver back-to-back rate hikes
By JON VIKTOR D. CABUENAS, GMA News
Published  June 21, 2022 11:38am
The Bangko Sentral ng Pilipinas (BSP) is likely to implement back-to-back policy rate hikes in a bid to ease the continuous inflationary uptrend in the country, the DBS Group Research said in its latest flash note.
According to economist Chua Han Teng, the central bank could raise the policy rates by 25 basis points when it meets on Thursday, June 23, with another follow-up hike scheduled on August 18.
An economy that is recovering from the pandemic amid looser virus restrictions means that extreme pandemic-era accommodation is no longer needed, the research note said.
The BSP will be keen to temper rising inflation expectations to keep in line with its price stability mandate, and avoid falling behind the curve, it added.
The central bank already raised hikes by 25 basis pointsfor the first time since 2018 last month, bringing the overnight reverse repurchase facility to 2.25%, the overnight deposit facility to 1.75%, and the overnight lending facility to 2.75%.
Inflation then stood at
5.4%
, marking the fastest reading in over three years since it clocked in at 5.2% in December 2018. This compares with the 4.9% in April, and 4.1% the same month last year.
The latest reading is also higher than the BSPs target range of 2% to 4% for the second straight month, which DBS Research believes to continue for some more months.
Domestic monetary tightening however would do little to tackle imported inflation driven by global supply-side disruptions, the research note said.
It flagged the possible impact of the depreciation of the Philippine peso against the US dollar, noting that it is weakening in the fastest annual pace in about five years.
The Philippine peso hit the P54:$1 levelon Monday, marking its weakest close in over three years, attributed to the latest remarks of the US Federal Reserve indicating further rate hikes.
A weakening peso might fan imported inflation at a time of elevated global commodity prices, and in turn stoke higher inflation expectations and second-round effects, which the BSP would want to contain, DBS said.
Energy Undersecretary Gerardo Erquiza Jr. on Monday said domestic pump prices could reach P100 per liter should the weekly increases continue.
Oil firms on Monday announced another hike in pump prices reflecting the third straight week of increases in the country. Prices have so far been on an uptrend for most of the year.AOL, GMA News
Tags: news Bangko Sentral ng Pilipinas policy rate hike dbs group research Economy
More Videos",2022-06-21T03:38:04,https://www.gmanetwork.com/news/money/economy/835558/bsp-seen-to-deliver-back-to-back-rate-hikes/story/,en
2350753888707547257,gmanetwork,World Bank maintains 5.7% growth outlook for Philippines in 2022  GMA News Online,"Washington-based multilateral lender World Bank has retained its economic growth outlook for the Philippines this year, still taking into consideration the impact of the Russia-Ukraine war on the global economy.","World Bank maintains 5.7% growth outlook for Philippines in 2022
By TED CORDERO, GMA News
Published  June 8, 2022 11:08am
Washington-based multilateral lender World Bank has retained its economic growth outlook for the Philippines this year, still taking into consideration the impact of the Russia-Ukraine war on the global economy.
At a virtual press briefing on Wednesday for the lenders Philippine Economic Update June 222 edition, World Bank senior economist Kevin Chua said the bank maintained its 2022 gross domestic product (GDP) growth projection for the country at 5.7% similar to its forecast in the East Asia and Pacific Economic Update report released in April.
The World Banks latest growth projection is below the governments trimmed GDP target of 7% to 8%
In its report, the lender highlighted the countrys robust 8.3% GDP growth in the first quarter of the year, which its said was fueled by strong domestic demand and the recovery of industry and services sectors.
Despite the faster-than-expected economic growth at the opening of the year, Chua flagged that a very weak external environment will temper the countrys growth.
The World Bank, in particular, cited several risks to the outlook, such as rising inflation, geopolitical uncertainty brought about by the Russian invasion of Ukraine, tightening global financing conditions, and weaker growth of trading partners like the United States and China.
The lender also said that while the country has entered a benign phase of the pandemic, the threat of a new variant-driven surge also hangs over the growth outlook.
The banks further said that prolonged war in Ukraine and the continuing sanctions on Russia, could further disrupt global economic activity, slow down growth of major economies in the world, and impair trade and financial flows.
Nonetheless, it said that the Philippines continuing growth this year will draw strength from an improving domestic environment, characterized by low COVID-19 cases, greater mobility of people, and wider resumption of economic and social activities.
The World Bank said that further reopening of the economy is shoring up services, especially transportation, restaurant and food services, and wholesale and retail trade. Prospects have improved for tourism following the opening of borders to vaccinated individuals, reopening of tourist attractions, and relaxed travel requirements for travelers.
Likewise, sustained public investments, along with recovering business activities, will boost construction and industry sectors.
Continuity of reforms in the last six years promoting greater competition and attracting foreign investments will further boost the countrys growth outlook in the coming years, said Ndiam Diop, World Bank country director for Brunei, Malaysia, Philippines and Thailand.
In the context of narrowing fiscal space, the authorities can encourage public-private partnerships to sustain improvements in the countrys infrastructure assuming financial risks to the government are managed and the quality of services for the citizens are secured, said Diop. RSJ, GMA News
Tags: business and industry World Bank PHL econnomy
More Videos",2022-06-08T03:08:16,https://www.gmanetwork.com/news/money/economy/834246/world-bank-maintains-5-7-growth-outlook-for-philippines-in-2022/story/,en
4366843918412418581,gmanetwork,Philippines bags $400-M loan from ADB to boost capital markets  GMA News Online,"The Asian Development Bank (ADB) has approved another loan for the Philippines, this time $400 million for the country&rsquo;s domestic capital markets and infrastructure development.","Philippines bags $400-M loan from ADB to boost capital markets
By JON VIKTOR D. CABUENAS, GMA News
Published  May 30, 2022 4:48pm
Want to see the E22 local results for
? Click location.
The Asian Development Bank (ADB) has approved another loan for the Philippines, this time $400 million for the countrys domestic capital markets and infrastructure development.
ADB said the policy-based loan will be under its Support to Capital Market-Generated Infrastructure Financing Program Subprogram 2, which seeks to boost institutional participation in the market from insurance and pension funds.
There is huge potential in tapping this sector for long-term funds since they have long investment horizons and low leverage, the ADB said in an emailed statement.
These investors can offer better debt pricing and longer maturities in local currency and are less likely to sell or retreat during short-term market corrections, it added.
With the countrys infrastructure financing gap estimated at P2 trillion a year until 2030, ADB Principal Financial Sector Specialist for Southeast Asia Stephen Schuster said it will require various sources of long-term financing.
The financing would support the recovery of micro, small, and medium-sized enterprises, social protection, and infrastructure development priorities.
A deeper, more diversified investor base can help ease fiscal constraints, he said in the statement.
The ADB expects the Philippine economy to grow 6%this year, based on its Asian Development Outlook. This is seen to accelerate further by 6.3% next year.
The national governments debt climbed to record-high of P12.68 trillion as of end-March, given the continuing borrowing efforts to boost the war chest against the COVID-19 pandemic.
The Department of Finance (DOF) earlier this month said the Philippine government will have to raise P249 billionadditional revenues annually in the next 10 years to pay for the historic P3.2-trillion additional debt incurred following the COVID-19 pandemic.AOL, GMA News
Tags: news Asian Development Bank domestic capital markets infrastructure development
LATEST ELEKSYON 2022 RESULTS",2022-05-30T08:48:09,https://www.gmanetwork.com/news/money/economy/833326/philippines-bags-400-m-loan-from-adb-to-boost-capital-markets/story/,en
3924787040055467462,bworldonline,ADBs Economic Outlook,"The pandemic was a stress test for many businesses, regardless of size. While the contagion drove weaker enterprises into insolvency, those which survived became stronger than ever.","PRESSFOTO-FREEPIK
T
he pandemic was a stress test for many businesses, regardless of size. While the contagion drove weaker enterprises into insolvency, those which survived became stronger than ever. The pandemic pushed companies to re-imagine, re-invent, re-calibrate, re-set, and re-start their businesses towards greater efficiency. As the worst seems to be behind us, businesses are finally moving out of survival mode and looking to expand again.
But the business environment is fraught with uncertainty. The war in Ukraine continues to choke petroleum and wheat supplies causing price hikes across the globe. Chinas continued lockdown has dampened economic prospects, especially in Asia. Add to this the looming financial crisis among debt-distressed countries like Sri Lanka. In the Philippines, the specter of a new government threatens to change the rules of the game. All these beg the question  What are the prospects for Southeast Asia and the Philippines in the next two years?
BusinessWorld
s recently concluded economic forum provided answers. The bi-annual event features local trailblazers and global thought leaders who provide rhyme and reason to the environment we operate in. The latest installment, entitled Revolutions 2022, was no different. Its keynote speaker, Asian Development Banks Chief Economist Albert Park, gave us a thorough appraisal of where we are in the recovery curve and what we can expect in the next two years, barring extraordinary events.
As we are very much aware, the Philippines economy rebounded in 2021 with 5.7% growth following a severe contraction of 9.6% in 2020. We were the second fastest growing economy last year due to low base effect and the recovery of consumer demand, fueled by government spending. Singapore was the fastest growing economy in 2021, clocking-in a 7.6% expansion. The entire ASEAN expanded by an average rate of only 2.9% last year, substantially slower than East Asia which grew by 7.6% and South Asia which grew by 8.3%.
Omicron had a minimal effect on ASEAN economies. The Purchasing Managers Index (PMI) of southeast Asian economies shows that trade and commerce remained generally open and continued to expand despite the wave of infection. Outside the region, China was the most affected, what with its draconian lockdown that is in force until today.
The prognosis for the Philippines is 6% growth in 2022 and 6.3% in 2023. This corresponds to the recently adjusted growth rate of the National Economic and Development Authority (NEDA). ASEAN will grow by 4.9% in 2022 and 5.2% in 2023 with Vietnam leading the charge. Vietnams economy is driven by exports and investments and it is poised to expand by 6.5% and 6.7% this year and next.
Inflation in developing Asia will remain manageable at 3.7% and 3.1% in the next two years which is the lowest in the world. Fortunately, most Asian economies are self-sufficient in rice and are not severely affected by the wheat shortage as Europe and the Americas are. Moreover, developing Asia did not flood their economies with money supply as Europe and North America did.
The Philippines, being a net importer of rice, food supplies and petroleum, will see inflation rise to 4.6% this year. It is seen to taper off to between 2% and 4% in 2023.
As for interest rates, the monetary stance of most ASEAN central banks will be accommodative. It will remain relatively flat as government tries to spur investments.
However, the ADB expressed concern over the budget deficits and elevated debt levels across developing Asia. In the Philippines, the budget deficit was at $33 billion or 8.6% of GDP, which raises red flags. As we move forward, it will be a balancing act for the Marcos government as it controls spending to narrow the deficit while not choking economic expansion.
There is no way out of it, the Philippines and most of developing Asia must increase their tax collection bases, stressed Park. As of last year, the revenue to GDP ratio of the Philippines was 15.5% of GDP, dropping from its peak of 16.9% in 2019. The ADB recommends increasing collection efficiency by clamping down on tax evaders, delinquents, and smugglers. It also recommends a simplified manner of assessment and collection through digitization. The possibility of increasing VAT is not ruled out  neither is the suspension of fiscal incentives granted to certain sectors. Other taxes that can be imposed include environmental taxes, health taxes, progressive income and property taxes. There is a potential to increase tax collection by 3% to 4% of GDP more than current levels.
Not to be overlooked is the need to accelerate non-tax revenues including fresh investments, exports, tourism earnings, and the like.
Business opportunities must be created by the government and this can be achieved by fostering greater economic integration with the rest of the world. For the Philippines, it cannot afford to be left out of the Regional Comprehensive Economic Partnership (RCEP).
ADB encourages the Philippines to invest more in education. Studies show that for every one year of school closure, the lifetime earnings of affected students are reduced by 8-9%. In the Philippines, that number is doubled, what with our two-year closure because of the COVID-19 pandemic. Female students of impoverished families were most affected. The effect on future GDP is a reduction of 13% per year when the current batch of students enter the workforce.
Investments in the digitization of government offices will bode well for public efficiencies and to curb corruption. Meanwhile, investment in renewable energies is a must as we have made commitments to the United Nations Framework Convention on Climate Change to reduce our carbon emissions by 75% by 2030.
Although the worst of the pandemic may be behind us (hopefully), its scars are still very much evident. The next two years will be crucial as we lay the foundations for sustained recovery and growth.
",2022-05-29T08:59:32,https://www.bworldonline.com/opinion/2022/05/29/451405/adbs-economic-outlook/,en
3506931914260605893,marketscreener,Philippines' Marcos signals continuity ahead with new economic team,MANILA  -Philippines President-elect Ferdinand Marcos gave strong indications that he will maintain continuity in economic policy through his picks for central bank governor and finance minister on...,"*
Required fields
MANILA (Reuters) -Philippines President-elect Ferdinand Marcos gave strong indications that he will maintain continuity in economic policy through his picks for central bank governor and finance minister on Thursday by adding familiar faces to his cabinet.
Marcos announced central bank chief Benjamin Diokno would become his finance minister when he takes office on June 30, making way for Felipe Medalla, a current monetary board member, to take over as Bangko Sentral ng Pilipinas governor. The two will be tasked with tackling inflation and joblessness.
Still, Marcos inherits a much stronger economy than that of the time of his late father, the dictator overthrown in the 1986 ""people power"" uprising, with debt stock at manageable levels, foreign reserves at record highs, and growth at healthy rates.
""The first priority is always going to be the economy,"" Marcos, 64, said in an interview with his new press secretary streamed on his Facebook page.
""It's still down to jobs, to the increasing prices of commodities, some relief for the business community.""
Marcos faces a delicate balancing act to ensure economic recovery is sustained and rising inflation, driven by politically sensitive increases in rice and fuel costs, is kept in check after he starts his six-year term.
He reiterated a campaign pledge to slash rice prices by more than half to 20 pesos ($0.38) per kg, but he said the Philippines, one of the world's biggest rice buyers, must continue importing to ensure stable domestic supply.
Gross domestic product grew by 8.3% in the first quarter from a year earlier, the fastest pace in three quarters, but a rise in interest rates could weigh on domestic consumption, which is major driver of growth.
The central bank kicked off its monetary tightening cycle, this month, much earlier than expected, to bring inflation back inside its comfort range. Diokno on Thursday said the central bank is looking at another 25 basis points rate hike in its June meeting.
Marcos won this month's election by a landslide, paving the way for a once unimaginable return to rule for the country's most notorious political dynasty. He is almost certain to command a supermajority in Congress, which could reduce obstacles to his economic agenda.
Economists broadly welcomed the appointments to Marcos's team, which also included Manuel Bonoan, tollway unit chief of conglomerate San Miguel Corp, as public works secretary, and Alfredo Pascual, former president of the University of the Philippines, as his trade minister.
Pascual will be required to balance economic relations with top trading partners China and the United States at a time of rising regional competition, with the Biden administration seeking to recoup strategic ground lost under predecessor Donald Trump via a new Indo-Pacific Economic Framework.
The appointments indicate further continuity from Marcos, who is expected to expand the economic policies of popular incumbent Rodrigo Duterte, including a largely delayed, multi-billion-dollar infrastructure overhaul.
($1 = 52.46 Philippine pesos)
(Reporting by Neil Jerome Morales and Enrico dela Cruz; Writing by Karen Lema; Editing by Martin Petty and Christian Schmollinger)
By Neil Jerome Morales and Enrico Dela Cruz
 Reuters 2022",2022-05-26T08:49:49,https://www.marketscreener.com/news/latest/Philippines-Marcos-signals-continuity-ahead-with-new-economic-team--40547949/?utm_medium=RSS&utm_content=20220526,en
7699941371306817094,gmanetwork,"As debt-to-GDP ratio bloats to 63.5%, economists tell new admin to raise taxes, avoid populist projects  GMA News Online","The Philippine government&rsquo;s running debt stock relative to the size of the economy or debt-to-gross domestic product (GDP) ratio has ballooned to its highest level in 17 years as of the first quarter of 2022, breaching further the internationally accepted &ldquo;manageable&rdquo; threshold, data from the Bureau of the Treasury (BTr) showed.","Money
HIGHEST IN 17 YEARS
As debt-to-GDP ratio bloats to 63.5%, economists tell new admin to raise taxes, avoid populist projects
By TED CORDERO, GMA News
Published  May 13, 2022 5:34pm
Want to see the E22 local results for
? Click location.
The Philippine governments running debt stock relative to the size of the economy or debt-to-gross domestic product (GDP) ratio has ballooned to its highest level in 17 years as of the first quarter of 2022, breaching further the internationally accepted manageable threshold, data from the Bureau of the Treasury (BTr) showed.
Treasury data showed that as of end-March this year, the countrys debt-to-GDP ratio stood at 63.5%, well over the internationally recommended threshold of 60% of the economy.
This is the highest debt-to-GDP ratio since 2005, during the Arroyo administration, when it hit 65.7%.
In particular, the governments outstanding debtas of end-March 2022 totaled P12.679 trillion, 4.8% higher than the P12.09 trillion recorded as of end-February 2022 amid continued borrowing efforts to boost the states war chest for COVID-19 recovery measures coupled with a weaker local currency during the period.
Meanwhile, the Philippine economy as of 2021 is valued at over P19 trillion, according to the Philippine Statistics Authority.
The administration of presumptive president Ferdinand Marcos Jr. will inherit the trillions of pesos of debt accumulated during the Duterte administration and will be tasked to manage the countrys debt levels.
For Rizal Commercial Banking Corp. chief economist Michael Ricafort, the next administration should intensify tax revenue collections as well as [implement] new tax reform measures in able to better manage the country's fiscal performance especially the country's overall debt management to make it more sustainable over the long-term and for the coming generations.
Further intensify tax revenue collections through stricter enforcement of existing tax laws, as well as new tax reform measures such as the upward adjustment/updating of the assessed value of real estate, long overdue after many years in few of property price appreciation over the years in able to collect more property/real estate taxes, simplification/easier taxation for the capital markets, higher taxes on sin products/sugary drinks to better align with other countries in the region, among others, all of which to increase the recurring tax revenue sources of the government, Ricafort said.
Other measures include anti-wastage/anti-leakages/anti-corruption measures to better manage the government's expenditures, starts and ends with good governance as a matter of policy, he added.
Finance Secretary Carlos Dominguez III earlier said the Department of Finance (DOF) is preparing its fiscal consolidation proposal which would likely involve tax hikes to repay the countrys increasing debt.
Dominguez also said that the DOF has already started transition talks with the Marcos camp as well as with other presidential bets in the last elections to discuss ways how to manage the trillions of pesos in government debt the next presidency will inherit from the incumbent administration.
ING Bank Manilas senior economist Nicolas Antonio Mapa, for his part, said the new administration will need to convince investors that debt consolidation will be top priority.
Projects that generate near term revenue must be prioritized and populist projects that are costly and have limited revenue impact should be avoided, Mapa added.
Union Bank of the Philippines chief economist Ruben Carlo Asuncion, likewise, said in dealing with high debt levels, the upcoming administration with its vast political capital must find ways to better collect taxes and eventually widen the tax base.
However, Asuncion said that while additional taxes may be the easier way or it can be explored since there is political capital, it may not be timely for the beginning of a new administration.
University of the Philippines labor and industrial relations professor Rene Ofreneo said the next administration should not pass on additional tax burden to the masses and implement a progressive tax system, wherein those who earn more should be taxed higher and a wealth tax should be imposed.
Further reduction of the debt-to-GDP ratio, in view of the international threshold of 60%, would help keep the country's relatively favorable credit ratings, at around one to three notches above the minimum investment grade, as has been sustained despite the pandemic over the past two year to ensure relatively lower borrowing costs and also at better terms, Ricafort said.
If the countrys credit ratings are downgraded due to higher debt beyond manageable levels, the government will have to borrow at higher cost or interest rates.
Having a debt-to-GDP ratio at these levels keeps the Philippines susceptible to ratings action at least for Fitch. A downgrade of course makes borrowing more costly, Mapa said.
Moving forward, Asuncion said the next administration should put back the economy to a better growth trajectory from the impacts of the COVID-19 pandemic.
Secondly, rising inflation should be dealt with so that the purchasing of the Filipino will not be further harmed, Asuncion added.AOL, GMA News
Tags: news debt to GDP ratio Philippine Economy outstanding debt
LATEST ELEKSYON 2022 RESULTS",2022-05-13T09:34:09,https://www.gmanetwork.com/news/money/economy/831576/as-debt-to-gdp-bloats-to-63-5-economists-tell-new-admin-to-raise-taxes-avoid-populist-projects/story/,en
507831753454016911,marketscreener,Philippine economy in solid shape as Marcos set to take the helm,"MANILA  -Newly-elected Philippine President Ferdinand Marcos Jr. will inherit an economy that has strongly bounced back from the COVID-19 pandemic when he takes office in June, but soaring food and...","Become a member for free
Sign up",2022-05-12T05:07:30,https://www.marketscreener.com/news/latest/Philippine-economy-in-solid-shape-as-Marcos-set-to-take-the-helm--40408171/?utm_medium=RSS&utm_content=20220512,en
5618035018300463912,gmanetwork,DTI upbeat RCEP trade deal will get Senate nod  GMA News Online,"For the Philippines, the RCEP is expected to generate a 10.47% increase in the country&rsquo;s exports and 2.02% increase in real gross domestic product, according to the DTI.Rice and other agricultural produce are protected from tariff reductions and eliminations under the RCEP, the department added.","DTI upbeat RCEP trade deal will get Senate nod
By TED CORDERO, GMA News
Published  May 11, 2022 6:13pm
Want to see the E22 local results for
? Click location.
The Department of Trade and Industry (DTI) is optimistic to get the Senate approval of the Regional Comprehensive Economic Partnership (RCEP), a mega trade deal in which the Philippines is a signatory.
The RCEP, a trade accord that involves the 10-member ASEAN along with China, India, Japan, South Korea, Australia, and New Zealand, was approved by the Palace in September last year and brought to the Senate for concurrence.
Treaties or international agreements entered into by the government require Senate concurrence.
Hopefully our senators can act on this RCEP this month, Trade Assistant Secretary Allan Gepty said at a virtual forum organized by the Economic Journalists Association of the Philippines on Wednesday.
Gepty said the DTI will try our best to get the Senates thumbs up on the RCEP when the Congress resumes session on May 23, 2022.
Gepty earlier said the gains and opportunities that the agreement will create cannot be overemphasized.
The size of the market alone and the extent of economic activities happening in the region demands that the country must be part of this free trade area. This is not to mention that this is an ASEAN-led FTA, Gepty previously said.
More than being the largest free trade area, the RCEP represents 50% of the global manufacturing output; 50% of global automotive output; 70% of electronics; 26% of Global Value Chain (GVC) Trade Volume; 60% GVC for Electrical/Machinery, Petroleum/Chemicals, Textile/Apparel, Metal & Transport Equipment, 35% Contribution to Global Exports of Electronics and Machineries; and the main GVC hubs of big economies such as South Korea, Japan and China.
For the Philippines, the RCEP is expected to generate a 10.47% increase in the countrys exports and 2.02% increase in real gross domestic product, according to the DTI.
In November last year, Trade Secretary Ramon Lopez signed the RCEP trade pact on behalf of the Philippines at the conclusion of the 37th ASEAN Summit and Related Summits.
Rice and other agricultural produce are protected from tariff reductions and eliminations under the RCEP, the Trade department earlier said.
Some experts, however, have objected to the trade deal, warning of risks to local industries.LDF, GMA News
Tags: Regional Comprehensive Economic Partnership trade deal Department of Trade and Industry
LATEST ELEKSYON 2022 RESULTS",2022-05-11T10:13:44,https://www.gmanetwork.com/news/money/economy/831358/dti-upbeat-rcep-trade-deal-will-get-senate-nod/story/,en
3492931587891263906,gmanetwork,Philippine agri output contracts 3.1% in first quarter  GMA News Online,"The Philippines opened 2022 with a contraction in the agricultural output, dragged mainly by the reduction in crops, livestock, and fisheries, data released by the Philippine Statistics Authority (PSA) on Wednesday showed.","Philippine agri output contracts 3.1% in first quarter
By JON VIKTOR D. CABUENAS, GMA News
Published  May 11, 2022 11:20am
Want to see the E22 local results for
? Click location.
The Philippines opened 2022 with a contraction in the agricultural output, dragged mainly by the reduction in crops, livestock, and fisheries, data released by the Philippine Statistics Authority (PSA) on Wednesday showed.
The first-quarter value of production in agriculture and fisheries at constant 2018 prices shrank by 0.3%, compared with the 3.4% decline the same quarter of 2021 and the 2.6% growth in the last quarter of 2021  the only quarter of growth for the year.
The crops subsector fell by 1.6%, led by the decline in tobacco which shrank by 24.1%. This was followed by sugarcane which dropped by 10.1%, cabbage by 7.3%, tomato by 6.1%, and coffee by 3.9%.
Declines were also seen in palay, corn, banana, cassava, rubber, sweet potato, tomato, and calamansi. Growth was recorded in coconut, pineapple, onion, eggplant, abaca, potato, ampalaya, mongo, cacao, and other crops.
Livestock slipped by 1.0%, as contractions were seen in hog, cattle, and goat, while carabao and dairy expanded.
Fisheries declined by 5.8%, led by mudcrab (alimango) which fell by 24.8%, followed by skipjack (gulyasan) by 20.2%, fimbriated sardines (tunsoy) by 13.5%, milkfish (bangus) by 12.7%, and tiger prawn (sugpo) by 11.3%.
The only subsector which posted growth was poultry which climbed by 12.3%, as chicken increased by 13.0%, chicken eggs by 12.4%, and duck eggs by 11.8%. Duck production fell by 21.5%.
The value of production in agriculture and fisheries stood at P498.61 billion at current prices, equivalent to 2.1% higher than the previous years level.AOL, GMA News
Tags: news agriculture output Economy Philippine Statistics Authority Q1 2022
LATEST ELEKSYON 2022 RESULTS",2022-05-11T03:20:03,https://www.gmanetwork.com/news/money/economy/831298/philippine-agri-output-contracts-3-1-in-first-quarter/story/,en
329306025046277769,yahoo,Outgoing BAP chief: Banks have more than enough liquidity to support economic recovery,"AMID the economic challenges faced by financial institutions last year, a top official of the Bankers Association of the Philippines (BAP) said the banking...","Outgoing BAP chief: Banks have more than enough liquidity to support economic recovery
Read full article
March 21, 2022, 10:52 AM

3 min read
AMID the economic challenges faced by financial institutions last year, a top official of the Bankers Association of the Philippines (BAP) said the banking industry performed even better than expected.
Outgoing BAP president Jose Arnulfo Veloso, in a statement, said the year delivered a surprise as the economy recovered from its negative domestic growth, ending the year positively with a 5.6 percent growth in gross domestic product.
Total assets of banks stood at P20.8 trillion for 2021, and banks recorded a net profit of P224 billion. There is more than enough liquidity to support the borrowing needs of the country, and its people as we gear up towards a full economic recovery, Veloso said.
These demonstrate the banking sectors resiliency and preparedness built through the years and, having survived a number of economic, financial, and even geopolitical crises.
Benjamin Castillo, managing director of the BAP, emphasized the industrys proactiveness in serving the interests of the banking stakeholders.
We proactively worked closely with banking regulators and government agencies, media groups, and social media personalities to keep the public informed and educated on the latest trends and developments in cybersecurity, Castillo said.
On promoting sustainable finance, he remarked that local banks have issued at least US$1.15 billion of green, social, and sustainability bonds to encourage the financing of green projects.
Incorporating sustainability shall promote long-term economic growth and development, which ultimately helps improve the quality of life of the Filipino people and ensure ecological integrity in the country, he added.
New set of officers
The BAP also elected its new set of officers during the annual meeting.
Antonio Moncupa Jr., president and chief executive officer (CEO) of EastWest Banking Corp. will succeed Veloso as the organizations president.
Through the years, our agenda in the BAP is to seek better banking efficiency, through modernization that we now call digitalization, better-fixed income, foreign exchange and derivatives markets, and safe and trustworthy banking. These are necessary preconditions that improve commerce, create jobs, and increase economic output, Moncupa said in his acceptance speech.
The new BAP chief pledged that the organization will continue to work very closely with the Bangko Sentral ng Pilipinas, Securities and Exchange Commission, and other regulatory agencies and with Congress to contribute to a shared interest for an efficient, strong, and well-functioning banking system.
With the Covid-19 pandemic, geopolitical tensions, US rate hikes and tapering, global inflation, and a new Philippine president, we have some very interesting days ahead, he said.
BAP member-banks also elected the following executives as officers:
* First vice president - Cecilia Borromeo, president and CEO, Land Bank of the Philippines
* Second vice president - Hans Sicat, managing director/country manager, ING Bank NV
* Secretary - Sanjiv Vohra, president and CEO, Security Bank Corp.
* Treasurer - Jose Teodoro Limcaoco, president and CEO, Bank of the Philippine Islands
BAP member-banks also elected representatives from these institutions to join the board of directors: BDO Unibank Inc.; Bank of China; Bank of Commerce; Bank of Philippine Islands; China Bank Corp.; EastWest Bank Corp.; ING Bank N.V.; JPMorgan Chase Bank; Land Bank of the Philippines; Metropolitan Bank and Trust Company; MUFG Bank Ltd.; Rizal Commercial Banking Corp.; Robinsons Bank Corp.; Security Bank Corp.; and Standard Chartered Bank. (with PR)
Advertisement",2022-03-21T09:52:00,https://ph.news.yahoo.com/outgoing-bap-chief-banks-more-095200186.html,en
